"","time","bitcoin","ethereum","ripple","bitcoin-cash","cardano","nem","litecoin","neo","stellar","iota","eos","dash","monero","tron","bitcoin-gold","ethereum-classic","qtum","icon","month","day","hour","min"
"5308","2018-02-05 10:15:00",821.57,0.797153,1076.39,0.367051,0.534101,143.41,102.44,0.383869,1.64,8.51,529.05,210.09,0.036519,99.1,20.24,25,4,19.34,2,5,10,15
"5309","2018-02-05 10:20:00",816.63,0.792512,1068.4,0.360214,0.528125,142.47,101.71,0.377331,1.63,8.45,525.63,208.76,0.036145,98.31,20.1,24.76,3.97,19.21,2,5,10,20
"5310","2018-02-05 10:25:00",811.86,0.78927,1059.24,0.35736,0.524859,141.78,101.2,0.374319,1.63,8.41,522.03,207.14,0.035937,97.72,19.93,24.63,3.93,19,2,5,10,25
"5311","2018-02-05 10:30:00",810.97,0.790707,1065.62,0.359888,0.525734,142.73,101.56,0.376858,1.64,8.45,522.52,207.7,0.036114,98.32,19.97,24.62,3.94,19.01,2,5,10,30
"5312","2018-02-05 10:35:00",814.52,0.791998,1073.97,0.362645,0.52679,143.45,101.96,0.38085,1.64,8.49,526.29,209.19,0.036141,98.81,20.13,24.78,3.95,19.16,2,5,10,35
"5313","2018-02-05 10:40:00",816.01,0.79045,1072.44,0.35947,0.52848,143.95,102.14,0.377923,1.63,8.48,526.2,209.16,0.036144,98.51,20.13,24.78,3.96,19.15,2,5,10,40
"5314","2018-02-05 10:45:00",813.58,0.788505,1070.18,0.35675,0.526865,142.96,102.07,0.373788,1.62,8.46,523.88,208.93,0.036027,98.32,20.04,24.73,3.95,19.01,2,5,10,45
"5315","2018-02-05 10:50:00",809.56,0.786121,1067.13,0.355679,0.523782,142.32,102.05,0.372034,1.6,8.4,521.81,208.57,0.035958,98.08,19.99,24.66,3.91,19.05,2,5,10,50
"5316","2018-02-05 10:55:00",806.16,0.780067,1058.56,0.353715,0.521323,141.58,101.47,0.369715,1.59,8.38,518.01,207.54,0.035659,97.27,19.87,24.49,3.87,18.78,2,5,10,55
"5317","2018-02-05 11:00:00",803.89,0.778945,1052.78,0.352741,0.517644,141.61,101.29,0.369769,1.58,8.36,516.37,206.88,0.035632,97.27,19.78,24.43,3.87,18.79,2,5,11,0
"5318","2018-02-05 11:05:00",800.67,0.774551,1051.62,0.348592,0.516605,140.62,100.76,0.362742,1.56,8.32,514.89,205.86,0.035555,97.15,19.71,24.15,3.86,18.89,2,5,11,5
"5319","2018-02-05 11:10:00",810.57,0.792533,1041.48,0.362364,0.518737,143.68,102.19,0.37779,1.6,8.43,515.25,205.38,0.035531,98.1,19.73,24.38,3.85,18.67,2,5,11,10
"5320","2018-02-05 11:15:00",816.51,0.793619,1069.9,0.360374,0.525574,145.2,102.67,0.379373,1.62,8.52,528.2,210.24,0.036542,99.32,20.22,24.67,4,19.21,2,5,11,15
"5321","2018-02-05 11:20:00",819.92,0.796918,1067.22,0.361818,0.524484,144.93,102.5,0.379692,1.62,8.5,525.46,208.61,0.03622,99.12,20.19,24.82,3.97,19.11,2,5,11,20
"5322","2018-02-05 11:25:00",822.86,0.800821,1070.93,0.362701,0.528358,146.26,103.96,0.381947,1.62,8.55,527.63,209.4,0.036422,99.38,20.25,24.84,3.99,19.16,2,5,11,25
"5323","2018-02-05 11:30:00",820.56,0.800203,1071.33,0.362379,0.529545,146.29,103.8,0.380517,1.62,8.54,530.24,209.82,0.036566,99.88,20.33,24.85,4.04,19.18,2,5,11,30
"5324","2018-02-05 11:35:00",817.76,0.797809,1069.18,0.36206,0.527413,145.42,103.56,0.378402,1.61,8.51,527.49,209.09,0.036289,99.25,20.27,24.77,4.02,19.1,2,5,11,35
"5325","2018-02-05 11:40:00",815.74,0.796863,1064.99,0.361255,0.525967,144.81,103.11,0.377151,1.61,8.5,525.18,208.1,0.036116,99.14,20.12,24.65,3.98,19.06,2,5,11,40
"5326","2018-02-05 11:45:00",814.59,0.79616,1064.84,0.361111,0.525457,144.43,102.93,0.37652,1.61,8.46,524.37,207.77,0.036156,99.2,20.11,24.61,3.98,19.03,2,5,11,45
"5327","2018-02-05 11:50:00",815.45,0.796963,1063.28,0.361004,0.524881,144.67,103.21,0.376469,1.62,8.49,522.92,207.15,0.036102,98.71,20.07,24.63,3.94,18.96,2,5,11,50
"5328","2018-02-05 11:55:00",813.1,0.796248,1064.09,0.359537,0.525751,144.57,103.23,0.376969,1.61,8.47,524.59,207.1,0.036228,99.39,20.15,24.62,3.93,19.08,2,5,11,55
"5329","2018-02-05 12:00:00",812.11,0.795604,1061.08,0.358516,0.525418,144.08,102.93,0.376233,1.61,8.45,524.34,205.79,0.036159,99.22,20.13,24.53,3.92,18.99,2,5,12,0
"5330","2018-02-05 12:05:00",810.62,0.792325,1057.88,0.356489,0.522597,143.55,102.78,0.373171,1.59,8.45,521.3,204.68,0.03599,99.01,20.05,24.47,3.9,18.95,2,5,12,5
"5331","2018-02-05 12:10:00",810.68,0.789265,1054.38,0.355015,0.52129,143.06,102.19,0.373041,1.59,8.43,520.56,204.39,0.03589,98.57,20.03,24.54,3.89,18.91,2,5,12,10
"5332","2018-02-05 12:15:00",809.21,0.789463,1051.76,0.3544715,0.5208015,142.835,101.975,0.371791,1.59,8.425,519.675,203.985,0.0357955,98.235,19.975,24.47,3.885,18.87,2,5,12,15
"5333","2018-02-05 12:20:00",807.74,0.789661,1049.14,0.353928,0.520313,142.61,101.76,0.370541,1.59,8.42,518.79,203.58,0.035701,97.9,19.92,24.4,3.88,18.83,2,5,12,20
"5334","2018-02-05 12:25:00",806.33,0.791081,1046.15,0.357038,0.51989,142.83,101.75,0.372155,1.59,8.42,516.75,203.35,0.035498,97.85,19.89,24.47,3.87,18.82,2,5,12,25
"5335","2018-02-05 12:30:00",808.12,0.794294,1049.76,0.358856,0.521684,143.99,102,0.375801,1.6,8.44,517.58,204.52,0.035665,98.58,19.94,24.57,3.9,18.9,2,5,12,30
"5336","2018-02-05 12:35:00",807.29,0.790305,1052.73,0.355815,0.521271,143.71,101.91,0.375011,1.59,8.43,519.33,205.14,0.035704,98.9,19.99,24.56,3.91,18.94,2,5,12,35
"5337","2018-02-05 12:40:00",804.31,0.785388,1042.94,0.35625,0.518457,142.86,101.48,0.374053,1.59,8.38,516.89,203.83,0.035451,98.92,19.84,24.47,3.87,18.78,2,5,12,40
"5338","2018-02-05 12:45:00",802.1,0.784203,1037.4,0.354929,0.516602,142.15,100.82,0.372124,1.58,8.37,514.91,203.31,0.035299,98.39,19.69,24.33,3.85,18.62,2,5,12,45
"5339","2018-02-05 12:50:00",799.14,0.783462,1038.39,0.351837,0.514556,141.59,100.6,0.371031,1.57,8.35,516.39,204.09,0.03534,97.77,19.7,24.27,3.86,18.72,2,5,12,50
"5340","2018-02-05 12:55:00",797.72,0.781393,1036.48,0.352466,0.514186,141.15,100.48,0.371188,1.57,8.34,516.65,204.26,0.035259,97.35,19.65,24.25,3.83,18.64,2,5,12,55
"5341","2018-02-05 13:00:00",794.03,0.77664,1030.61,0.353146,0.510443,140.09,100.05,0.368868,1.54,8.31,515.77,204.11,0.035147,96.09,19.58,24.16,3.82,18.53,2,5,13,0
"5342","2018-02-05 13:05:00",789.54,0.774678,1025.44,0.349605,0.507285,139.59,99.65,0.365466,1.53,8.27,514.08,203.21,0.034937,95.85,19.5,23.97,3.79,18.42,2,5,13,5
"5343","2018-02-05 13:10:00",785.43,0.771936,1023.84,0.346121,0.505858,139.45,99,0.362076,1.53,8.25,513.8,201.3,0.034887,95.88,19.38,23.89,3.76,18.41,2,5,13,10
"5344","2018-02-05 13:15:00",786.05,0.773893,1021.28,0.348425,0.510265,140.36,98.68,0.363857,1.54,8.27,512.56,196.52,0.034674,95.55,19.3,23.88,3.74,18.38,2,5,13,15
"5345","2018-02-05 13:20:00",785.1,0.769446,1025.14,0.346026,0.508274,139.58,98.05,0.362842,1.54,8.25,513.13,197.1,0.034842,95.45,19.35,23.79,3.76,18.34,2,5,13,20
"5346","2018-02-05 13:25:00",785.33,0.770915,1015.44,0.347436,0.504909,139.36,97.81,0.363973,1.56,8.24,509.24,195.15,0.03439,95.45,19.26,23.74,3.72,18.16,2,5,13,25
"5347","2018-02-05 13:30:00",782.19,0.764531,1018.06,0.344313,0.504416,138.53,96.93,0.361833,1.54,8.22,510.94,195.82,0.034473,95.02,19.27,23.66,3.73,18.3,2,5,13,30
"5348","2018-02-05 13:35:00",779.51,0.759549,1013.03,0.340448,0.500601,137.78,96.09,0.361541,1.55,8.19,507.99,194.61,0.034209,94.7,19.14,23.52,3.68,18.19,2,5,13,35
"5349","2018-02-05 13:40:00",780.23,0.764523,1012.61,0.343917,0.500899,138.54,96.3,0.363085,1.56,8.21,508.2,195.08,0.034221,95.11,19.17,23.62,3.68,18.08,2,5,13,40
"5350","2018-02-05 13:45:00",780.18,0.760631,1018.56,0.34237,0.500418,137.74,96.09,0.362572,1.56,8.2,510.66,195.35,0.034047,95.24,19.22,23.56,3.7,18.26,2,5,13,45
"5351","2018-02-05 13:50:00",778.99,0.758264,1010.15,0.341916,0.497463,136.93,95.44,0.362348,1.54,8.16,507.27,194.43,0.03386,94.99,19.14,23.53,3.65,18.1,2,5,13,50
"5352","2018-02-05 13:55:00",775.37,0.751412,1008.35,0.337093,0.496602,135.81,95.61,0.35818,1.53,8.12,506.92,194.42,0.033859,94.78,19.08,23.39,3.61,18.1,2,5,13,55
"5353","2018-02-05 14:00:00",772.62,0.750352,1004.78,0.336074,0.492694,135.36,94.9,0.353808,1.53,8.08,503.48,193.69,0.033681,94.34,18.99,23.26,3.51,17.95,2,5,14,0
"5354","2018-02-05 14:05:00",767.62,0.746077,1001.98,0.334415,0.491727,134.52,94.42,0.354161,1.54,8.01,504.13,193.76,0.033569,93.87,18.93,23.11,3.52,17.76,2,5,14,5
"5355","2018-02-05 14:10:00",777.72,0.765371,1005.13,0.34876,0.49087,137.98,96.68,0.36443,1.56,8.16,502.49,193.68,0.034272,96.12,19.02,23.5,3.62,17.71,2,5,14,10
"5356","2018-02-05 14:15:00",777.79,0.763765,1015.86,0.349011,0.500525,139.2,97.42,0.368111,1.6,8.21,508.68,195.93,0.034951,95.57,19.2,23.69,3.66,18.07,2,5,14,15
"5357","2018-02-05 14:20:00",777.89,0.759337,1014.06,0.34425,0.499783,137.83,96.39,0.363614,1.59,8.18,508.76,194.8,0.034461,95.42,19.13,23.62,3.61,18.1,2,5,14,20
"5358","2018-02-05 14:25:00",774.24,0.759229,1012.21,0.344248,0.497642,137.13,95.71,0.361941,1.59,8.16,507.99,194.29,0.034341,94.84,19.05,23.57,3.59,18.13,2,5,14,25
"5359","2018-02-05 14:30:00",772.98,0.758806,1011.71,0.34345,0.499439,136.9,95.33,0.361022,1.58,8.15,506.72,194.05,0.034367,94.8,19.02,23.45,3.58,18.16,2,5,14,30
"5360","2018-02-05 14:35:00",774.89,0.762361,1012.5,0.345967,0.500398,137.96,95.46,0.36464,1.59,8.15,506.41,194.2,0.034326,95.03,19.06,23.61,3.57,18.07,2,5,14,35
"5361","2018-02-05 14:40:00",771.89,0.753732,1013.35,0.341615,0.496791,136.63,95.17,0.362369,1.58,8.13,506.48,194.14,0.034258,94.63,19,23.49,3.57,18.13,2,5,14,40
"5362","2018-02-05 14:45:00",770.51,0.754238,1007.95,0.342024,0.491427,135.91,94.59,0.361176,1.57,8.12,503.86,192.89,0.033935,94.37,18.87,23.39,3.54,17.83,2,5,14,45
"5363","2018-02-05 14:50:00",768.63,0.752007,1009.12,0.341437,0.494155,135.84,94.28,0.359289,1.58,8.12,504.02,192.92,0.034065,94.55,18.92,23.25,3.53,17.88,2,5,14,50
"5364","2018-02-05 14:55:00",768.95,0.753462,1007.39,0.342127,0.49276,136.05,94.12,0.360239,1.58,8.13,502.53,192.38,0.033994,94.47,18.9,23.25,3.51,17.8,2,5,14,55
"5365","2018-02-05 15:00:00",774.97,0.765757,1009.35,0.350687,0.495438,138.26,95.62,0.365492,1.58,8.22,503.12,192.8,0.034326,95.2,19.04,23.49,3.58,17.83,2,5,15,0
"5366","2018-02-05 15:05:00",781.04,0.768497,1024.93,0.350727,0.500323,139.38,96.42,0.370834,1.59,8.27,510.36,199.28,0.034915,96,19.25,23.75,3.63,18.2,2,5,15,5
"5367","2018-02-05 15:10:00",783.57,0.772788,1027.58,0.350202,0.502471,140.13,96.8,0.371899,1.6,8.28,514.09,201.15,0.035194,96.24,19.37,23.85,3.67,18.18,2,5,15,10
"5368","2018-02-05 15:15:00",779.27,0.768325,1026.52,0.348285,0.501836,138.78,96.52,0.369901,1.6,8.23,511.74,200.29,0.03508,96.05,19.3,23.8,3.64,18.22,2,5,15,15
"5369","2018-02-05 15:20:00",775.35,0.763847,1020.32,0.347113,0.499559,137.82,95.85,0.368881,1.59,8.2,510.34,197.63,0.034725,95.62,19.16,23.69,3.58,18.14,2,5,15,20
"5370","2018-02-05 15:25:00",776.4,0.763405,1014.54,0.347653,0.496524,137.73,95.65,0.367269,1.58,8.2,508.14,195.57,0.034547,95.47,19.09,23.65,3.59,17.96,2,5,15,25
"5371","2018-02-05 15:30:00",776.28,0.76298,1016.4,0.34796,0.498888,138.02,95.56,0.368646,1.58,8.2,508.74,195.53,0.034724,95.79,19.12,23.65,3.61,18.01,2,5,15,30
"5372","2018-02-05 15:35:00",780.81,0.770298,1018.79,0.352891,0.502058,139.37,95.95,0.377408,1.6,8.24,510.49,196.32,0.034741,96.5,19.17,23.8,3.61,18.12,2,5,15,35
"5373","2018-02-05 15:40:00",780.81,0.770298,1018.79,0.352891,0.502058,139.37,95.95,0.377408,1.6,8.24,510.49,196.32,0.034741,96.5,19.17,23.8,3.61,18.12,2,5,15,40
"5374","2018-02-05 15:45:00",780.51,0.763842,1019.53,0.350288,0.502365,137.85,95.68,0.378374,1.6,8.23,510.58,195.74,0.034773,96.12,19.19,23.75,3.62,18.07,2,5,15,45
"5375","2018-02-05 15:50:00",777.84,0.760797,1017.37,0.346178,0.501246,137,95.01,0.374264,1.59,8.19,509.56,195.23,0.034565,95.62,19.08,23.68,3.58,18,2,5,15,50
"5376","2018-02-05 15:55:00",774.41,0.758808,1015.27,0.345597,0.497219,136.18,94.27,0.374264,1.59,8.16,507.92,194.35,0.034628,95.56,19.03,23.56,3.56,17.9,2,5,15,55
"5377","2018-02-05 16:00:00",774.95,0.75925,1013.63,0.347243,0.500304,136.3,94.22,0.376327,1.59,8.17,507.9,194.08,0.034486,95.48,19.04,23.63,3.55,17.81,2,5,16,0
"5378","2018-02-05 16:05:00",774.04,0.756056,1018.02,0.345796,0.499323,136.2,93.93,0.373874,1.59,8.16,509.31,195.64,0.034684,95.61,19.04,23.65,3.57,17.8,2,5,16,5
"5379","2018-02-05 16:10:00",766.63,0.749545,1010.13,0.342116,0.494403,134.41,93.12,0.367463,1.57,8.09,505.35,194.08,0.034372,94.98,18.87,23.43,3.48,17.59,2,5,16,10
"5380","2018-02-05 16:15:00",762.92,0.745292,1005.7,0.340937,0.490876,133.24,92.11,0.365516,1.55,8.04,499.16,192.44,0.033873,94.21,18.7,23.28,3.44,17.45,2,5,16,15
"5381","2018-02-05 16:20:00",754.72,0.740019,998.73,0.336556,0.486075,131.62,91.17,0.360157,1.55,7.97,496.91,192.02,0.033645,93.47,18.62,23.12,3.35,17.2,2,5,16,20
"5382","2018-02-05 16:25:00",750.68,0.741485,988.48,0.338095,0.482386,131.9,91.25,0.361959,1.55,7.94,490.61,190,0.033216,92.93,18.49,22.91,3.35,16.96,2,5,16,25
"5383","2018-02-05 16:30:00",745.19,0.738225,981.72,0.338044,0.483145,131.55,89.73,0.359316,1.54,7.94,488.13,188.8,0.032847,92.54,18.39,22.73,3.33,16.85,2,5,16,30
"5384","2018-02-05 16:35:00",744.54,0.741945,976.95,0.340153,0.482589,131.36,90.45,0.359831,1.55,7.95,486.53,188.81,0.03264,92.8,18.35,22.8,3.34,16.84,2,5,16,35
"5385","2018-02-05 16:40:00",745.33,0.742486,986.41,0.342587,0.481279,132.31,90.44,0.361762,1.55,7.97,490.44,190.34,0.032984,93,18.47,22.84,3.37,17.15,2,5,16,40
"5386","2018-02-05 16:45:00",743.74,0.737699,985.17,0.340722,0.485526,130.95,89.69,0.362295,1.54,7.93,490.22,189.68,0.032784,92.8,18.4,22.79,3.36,17.11,2,5,16,45
"5387","2018-02-05 16:50:00",739.44,0.736419,976.26,0.338631,0.482019,129.87,89.2,0.360443,1.53,7.9,487.16,187.94,0.032715,92.26,18.27,22.73,3.31,16.8,2,5,16,50
"5388","2018-02-05 16:55:00",735.52,0.73309,978.14,0.337836,0.481124,129.72,88.9,0.359401,1.53,7.87,486.47,187.61,0.032762,91.95,18.28,22.69,3.31,16.82,2,5,16,55
"5389","2018-02-05 17:00:00",733.85,0.732958,974.89,0.337952,0.480072,130.06,88.02,0.35726,1.53,7.86,484.92,187.18,0.032587,91.8,18.25,22.63,3.22,16.65,2,5,17,0
"5390","2018-02-05 17:05:00",729.96,0.727199,979.29,0.33635,0.480416,129.79,87.78,0.35409,1.53,7.82,485.12,187.56,0.032547,91.15,18.24,22.57,3.2,16.76,2,5,17,5
"5391","2018-02-05 17:10:00",727.87,0.724509,971.8,0.334357,0.477654,128.94,87.56,0.351807,1.52,7.79,482.44,186.11,0.032362,90.97,18.16,22.46,3.2,16.59,2,5,17,10
"5392","2018-02-05 17:15:00",726.73,0.721245,970.23,0.334202,0.481444,129.49,86.84,0.34934,1.51,7.78,483.68,185.8,0.032307,89.8,18.18,22.36,3.23,16.49,2,5,17,15
"5393","2018-02-05 17:20:00",725.76,0.720785,967.55,0.334972,0.479993,130.04,86.83,0.3462,1.52,7.77,483.64,185.48,0.032277,90.23,18.15,22.3,3.21,16.59,2,5,17,20
"5394","2018-02-05 17:25:00",721.15,0.713938,964.89,0.330858,0.474721,129.05,85.75,0.342176,1.51,7.72,481.42,185.06,0.032005,89.92,18.04,22.19,3.12,16.61,2,5,17,25
"5395","2018-02-05 17:30:00",718.39,0.712905,949.82,0.332604,0.468614,128.3,84.77,0.340268,1.5,7.68,475.31,182.21,0.031468,89.35,17.8,21.93,3.1,16.29,2,5,17,30
"5396","2018-02-05 17:35:00",718.68,0.71499,951.49,0.332993,0.472319,129.01,85.31,0.340646,1.5,7.67,477.56,183.19,0.031806,89.59,17.88,22,3.11,16.41,2,5,17,35
"5397","2018-02-05 17:40:00",729.22,0.731962,953.94,0.338036,0.472248,131.25,87.07,0.346914,1.53,7.78,478.19,183.28,0.031968,90.38,18,22.19,3.17,16.36,2,5,17,40
"5398","2018-02-05 17:45:00",735.41,0.732512,964.36,0.335367,0.479921,134.36,88.21,0.34917,1.54,7.9,485.56,185.71,0.032466,90.8,18.18,22.42,3.26,16.8,2,5,17,45
"5399","2018-02-05 17:50:00",748.02,0.745455,969.03,0.337681,0.484985,135.73,90.56,0.351404,1.56,7.98,488.16,189.07,0.032826,91.87,18.4,22.52,3.3,17.11,2,5,17,50
"5400","2018-02-05 17:55:00",743.59,0.740496,971.27,0.336751,0.480062,135.22,89.93,0.348707,1.55,7.97,489.56,189.21,0.032951,91.19,18.42,22.49,3.33,17.13,2,5,17,55
"5401","2018-02-05 18:00:00",737.43,0.73488,967.44,0.335682,0.479005,134.24,88.25,0.346979,1.54,7.89,487.84,188.52,0.03271,91.45,18.22,22.42,3.23,16.84,2,5,18,0
"5402","2018-02-05 18:05:00",738.9,0.736463,966.71,0.33879,0.481475,135.61,89.03,0.350409,1.55,7.91,488.56,188.7,0.032729,91.41,18.19,22.46,3.25,16.83,2,5,18,5
"5403","2018-02-05 18:10:00",738.24,0.735199,970.64,0.335907,0.482998,136.18,89.49,0.348564,1.54,7.91,492.24,189.76,0.032838,91.76,18.28,22.54,3.26,16.98,2,5,18,10
"5404","2018-02-05 18:15:00",738.36,0.732081,969.34,0.335745,0.47881,135.45,89.13,0.348634,1.54,7.9,490.96,189.33,0.032643,91.58,18.2,22.48,3.24,16.78,2,5,18,15
"5405","2018-02-05 18:20:00",742.81,0.739265,972.49,0.338268,0.481723,137.12,90.82,0.35105,1.55,7.95,493.31,189.48,0.032907,91.69,18.34,22.56,3.33,16.7,2,5,18,20
"5406","2018-02-05 18:25:00",742.27,0.738433,979.98,0.339614,0.483034,137.52,91.04,0.352707,1.56,7.98,496.23,190.59,0.03322,92.25,18.5,22.62,3.37,16.93,2,5,18,25
"5407","2018-02-05 18:30:00",740.48,0.735062,978.7,0.337665,0.482272,136.69,90.21,0.349899,1.55,7.96,495.14,190.54,0.033042,91.99,18.42,22.57,3.34,16.81,2,5,18,30
"5408","2018-02-05 18:35:00",733.5,0.728892,970.4,0.334063,0.479031,134.16,87.75,0.34632,1.54,7.87,493.74,190.15,0.032781,91.42,18.32,22.44,3.27,16.94,2,5,18,35
"5409","2018-02-05 18:40:00",731.61,0.727603,962.69,0.334525,0.477333,133.85,87.21,0.345076,1.53,7.84,490.48,187.75,0.032234,90.86,18.14,22.41,3.21,16.78,2,5,18,40
"5410","2018-02-05 18:45:00",730.21,0.726538,963.35,0.334728,0.47921,134.31,87.28,0.344325,1.53,7.84,491.97,188.68,0.032515,91.18,18.21,22.4,3.25,16.67,2,5,18,45
"5411","2018-02-05 18:50:00",730.77,0.725848,959.82,0.334693,0.478189,134.19,87.18,0.344074,1.52,7.84,492.07,188.66,0.032479,91.03,18.17,22.33,3.25,16.75,2,5,18,50
"5412","2018-02-05 18:55:00",730.34,0.724398,960.51,0.334662,0.47938,134.1,87.17,0.343734,1.52,7.84,492.22,188.42,0.032526,91.25,18.2,22.29,3.25,16.67,2,5,18,55
"5413","2018-02-05 19:00:00",726.33,0.719554,959.44,0.332324,0.477241,132.85,85.94,0.341111,1.52,7.78,491.12,187.71,0.032413,90.81,18.11,22.26,3.22,16.7,2,5,19,0
"5414","2018-02-05 19:05:00",724.08,0.718353,951.69,0.333519,0.474493,132.1,85.38,0.341375,1.51,7.77,488.3,186.3,0.032253,89.8,17.98,22.14,3.2,16.42,2,5,19,5
"5415","2018-02-05 19:10:00",723.53,0.720421,950.72,0.332728,0.474429,132.24,85.51,0.342671,1.51,7.75,489.25,186.66,0.032173,90.13,18.02,22.09,3.16,16.56,2,5,19,10
"5416","2018-02-05 19:15:00",720.68,0.717184,947.17,0.331978,0.473483,131.46,85.18,0.340861,1.51,7.72,489.6,186.06,0.032081,89.79,17.94,22.04,3.17,16.51,2,5,19,15
"5417","2018-02-05 19:20:00",720.62,0.716317,941.03,0.334022,0.470749,130.54,84.71,0.34232,1.5,7.7,485.74,184.61,0.031887,89.37,17.8,21.95,3.12,16.37,2,5,19,20
"5418","2018-02-05 19:25:00",717.86,0.715405,941.18,0.331637,0.470135,130.52,84.45,0.340413,1.5,7.69,485.63,184.88,0.031941,89.37,17.8,21.9,3.11,16.42,2,5,19,25
"5419","2018-02-05 19:30:00",720.28,0.716847,940.83,0.332359,0.467768,130.75,84.47,0.341013,1.5,7.69,484.81,183.85,0.031744,89.2,17.76,21.77,3.11,16.36,2,5,19,30
"5420","2018-02-05 19:35:00",720.36,0.718965,945.08,0.332372,0.471168,131.38,84.94,0.342141,1.5,7.72,486.1,183.96,0.032034,89.37,17.84,21.84,3.13,16.4,2,5,19,35
"5421","2018-02-05 19:40:00",722.02,0.717626,945.29,0.331511,0.46967,131.19,84.89,0.340669,1.5,7.74,485.88,185.5,0.032035,89.57,17.82,21.79,3.12,16.48,2,5,19,40
"5422","2018-02-05 19:45:00",719.97,0.713679,940.31,0.328239,0.468307,130.18,84.41,0.338636,1.5,7.69,483.06,184.29,0.031809,89.11,17.73,21.72,3.09,16.39,2,5,19,45
"5423","2018-02-05 19:50:00",717.95,0.712644,932.76,0.326214,0.466358,129.47,83.86,0.337522,1.49,7.66,479.98,182.56,0.031612,88.74,17.61,21.62,3.07,16.25,2,5,19,50
"5424","2018-02-05 19:55:00",715.5,0.70906,933.73,0.324454,0.465642,128.87,83.29,0.335609,1.49,7.64,477.9,182.67,0.031538,88.19,17.52,21.44,3.04,16.25,2,5,19,55
"5425","2018-02-05 20:00:00",710.64,0.705961,928.42,0.32415,0.463257,127.47,82.84,0.333372,1.47,7.58,474.02,182.31,0.031356,87.53,17.41,21.33,3,16.11,2,5,20,0
"5426","2018-02-05 20:05:00",709.36,0.7062,919.73,0.324463,0.460027,127.52,83.15,0.329992,1.46,7.56,467.8,180.73,0.030834,86.67,17.27,21.19,3.02,15.91,2,5,20,5
"5427","2018-02-05 20:10:00",707.83,0.707732,918.88,0.328556,0.462785,127.75,83.29,0.333442,1.46,7.55,468.86,179.94,0.030834,87.18,17.38,21.25,2.99,15.9,2,5,20,10
"5428","2018-02-05 20:15:00",701.37,0.701344,917.9,0.328677,0.459643,126.56,82.95,0.333277,1.46,7.5,468.02,179.53,0.030657,86.36,17.36,21.13,2.96,15.97,2,5,20,15
"5429","2018-02-05 20:20:00",695.94,0.69822,912.38,0.325782,0.45946,125.02,81.86,0.328198,1.44,7.45,464.52,177.5,0.030017,85.88,17.18,20.94,2.91,15.68,2,5,20,20
"5430","2018-02-05 20:25:00",691.43,0.69505,907.78,0.326108,0.45478,123.98,81.53,0.326843,1.43,7.41,462.17,176.49,0.029754,85.65,16.97,20.82,2.88,15.58,2,5,20,25
"5431","2018-02-05 20:30:00",692.21,0.706982,904.18,0.332776,0.454633,125.41,81.77,0.331523,1.44,7.43,461.32,176.78,0.029699,86.07,16.96,20.99,2.91,15.44,2,5,20,30
"5432","2018-02-05 20:35:00",695.43,0.705064,913.6,0.33405,0.458266,125.88,82.39,0.333102,1.44,7.43,463.61,177.88,0.030137,86.69,17.09,20.97,2.97,15.7,2,5,20,35
"5433","2018-02-05 20:40:00",703.4,0.71766,918.87,0.336036,0.463208,128.31,83.28,0.339207,1.45,7.46,464.89,179.63,0.030511,86.86,17.22,21.18,3.02,15.78,2,5,20,40
"5434","2018-02-05 20:45:00",702.66,0.715616,929.27,0.336826,0.465096,128.1,83.53,0.338349,1.46,7.5,470.74,181.67,0.031063,88.45,17.39,21.26,3.08,16.05,2,5,20,45
"5435","2018-02-05 20:50:00",699.18,0.709958,924.34,0.333749,0.460535,127.83,83.12,0.332898,1.45,7.46,467.26,179.91,0.030558,87.86,17.25,21.15,3.03,15.81,2,5,20,50
"5436","2018-02-05 20:55:00",694.47,0.703764,922.61,0.330384,0.459326,126.95,82.77,0.332632,1.44,7.43,466.49,179.67,0.030332,87.31,17.16,20.97,2.99,15.7,2,5,20,55
"5437","2018-02-05 21:00:00",689.06,0.700931,911.37,0.330724,0.456653,125.99,82.21,0.330274,1.43,7.38,461.17,178.8,0.030158,86.24,16.95,20.81,2.92,15.56,2,5,21,0
"5438","2018-02-05 21:05:00",686.16,0.697157,905.38,0.329855,0.454485,125.8,81.64,0.329228,1.42,7.36,459.15,177.86,0.029807,85.37,16.9,20.73,2.9,15.56,2,5,21,5
"5439","2018-02-05 21:10:00",682.69,0.694898,907.79,0.32807,0.454993,124.84,81.28,0.32689,1.41,7.34,458.23,176.8,0.029781,85.18,16.9,20.64,2.81,15.52,2,5,21,10
"5440","2018-02-05 21:15:00",683.09,0.699901,905.65,0.33148,0.45894,125.05,81.66,0.3286,1.41,7.36,456.56,176.05,0.0298,85.74,16.87,20.71,2.79,15.42,2,5,21,15
"5441","2018-02-05 21:20:00",681.94,0.696595,913.05,0.327622,0.458486,125.37,81.68,0.326774,1.41,7.35,456.75,176.56,0.029766,84.95,16.89,20.67,2.77,15.43,2,5,21,20
"5442","2018-02-05 21:25:00",674.8,0.692277,908.42,0.326765,0.457749,124.18,81.06,0.325076,1.41,7.32,457.04,176.54,0.029653,84.83,16.82,20.64,2.74,15.53,2,5,21,25
