"","time","bitcoin","ethereum","ripple","bitcoin-cash","cardano","nem","litecoin","neo","stellar","iota","eos","dash","monero","tron","bitcoin-gold","ethereum-classic","qtum","icon","month","day","hour","min"
"1","2018-01-18 00:00:00",1034.23,1.32,1740.45,0.664198,1.04,191.42,151.09,0.466661,2.86,10.19,804.83,314.36,0.078826,186.77,29.37,36.37,7.54,23.07,1,18,0,0
"2","2018-01-18 00:05:00",1044.97,1.34,1763.94,0.678517,1.06,193.85,153.32,0.481688,2.87,10.31,814.8,319.93,0.080873,188.18,29.76,36.44,7.8,23.38,1,18,0,5
"3","2018-01-18 00:10:00",1053.27,1.35,1780.78,0.665572,1.05,195.18,153.43,0.495499,2.87,10.4,817.96,321.05,0.081658,189.4,29.91,37.24,7.98,23.7,1,18,0,10
"4","2018-01-18 00:15:00",1059.69,1.38,1812.37,0.67516,1.09,196.56,153.18,0.503706,2.92,10.48,826.41,326.11,0.080724,194.21,30.23,37.42,8.12,24.31,1,18,0,15
"5","2018-01-18 00:20:00",1064.3,1.37,1813.88,0.675392,1.08,197.79,149.64,0.500606,2.9,10.49,827.18,327.23,0.080841,196.18,30.36,37.29,8.09,24.56,1,18,0,20
"6","2018-01-18 00:25:00",1041.32,1.29,1791.31,0.666573,1.04,192.61,145.16,0.49205,2.84,10.33,818.51,324.88,0.081509,193.95,30.15,37.42,7.8,24,1,18,0,25
"7","2018-01-18 00:30:00",1022.63,1.3,1757.11,0.636596,1.02,189.64,142.15,0.472467,2.82,10,804.83,318.29,0.076246,188.32,29.32,36.9,7.44,23.11,1,18,0,30
"8","2018-01-18 00:35:00",1022.63,1.3,1757.11,0.636596,1.02,189.64,142.15,0.472467,2.82,10,804.83,318.29,0.076246,188.32,29.32,36.9,7.44,23.11,1,18,0,35
"9","2018-01-18 00:40:00",1021.46,1.27,1756,0.633379,1.02,188.79,143.62,0.475232,2.79,10.03,803.16,319.19,0.075373,187.97,29.28,36.92,7.59,23.13,1,18,0,40
"10","2018-01-18 00:45:00",1007.8,1.26,1740.35,0.621272,0.995885,186.63,140.38,0.459293,2.79,9.9,797.88,316.33,0.073993,187.05,28.8,36.01,7.38,22.88,1,18,0,45
"11","2018-01-18 00:50:00",1008.3,1.27,1734.65,0.619958,1.01,188.17,139.86,0.461447,2.77,9.84,790.76,314.32,0.073442,186.05,28.51,35.71,7.3,22.62,1,18,0,50
"12","2018-01-18 00:55:00",1009.29,1.26,1758,0.627206,1.01,189.41,140.51,0.471044,2.75,9.99,796.31,319.69,0.074604,186.43,28.84,35.93,7.58,22.81,1,18,0,55
"13","2018-01-18 01:00:00",999.16,1.23,1738.65,0.617886,0.991077,187.97,138.39,0.464723,2.73,9.85,788.08,315.49,0.072386,183.63,28.64,35.53,7.48,22.4,1,18,1,0
"14","2018-01-18 01:05:00",992.8,1.22,1714.1,0.612891,0.992707,187.14,139.62,0.45872,2.72,9.81,783.74,312.99,0.071261,182.27,28.48,35.21,7.39,22.21,1,18,1,5
"15","2018-01-18 01:10:00",982.13,1.2,1698.91,0.611698,0.97776,184.88,138,0.450642,2.69,9.76,784.74,313.07,0.071826,182.29,28.49,35.23,7.36,21.9,1,18,1,10
"16","2018-01-18 01:15:00",969.61,1.2,1671.95,0.598064,0.946316,181.73,134.63,0.441048,2.64,9.59,768.92,309.54,0.069654,179.29,28.05,34.77,7.08,21.23,1,18,1,15
"17","2018-01-18 01:20:00",975.37,1.22,1664.02,0.595569,0.960573,182.31,134.41,0.440117,2.71,9.53,758.01,308.16,0.069585,178.38,27.83,35.16,7.07,21,1,18,1,20
"18","2018-01-18 01:25:00",994.71,1.26,1696.16,0.613159,0.984011,186.21,139.85,0.457827,2.79,9.79,768.48,314.18,0.072722,180.83,28.37,34.99,7.17,21.65,1,18,1,25
"19","2018-01-18 01:30:00",1003.15,1.27,1719.94,0.623014,0.989106,187.96,141.38,0.470762,2.79,10,776.59,316.86,0.074943,184.9,28.96,35.78,7.43,22.12,1,18,1,30
"20","2018-01-18 01:35:00",998.5,1.26,1707.16,0.619981,0.983379,186.26,140.82,0.467574,2.75,9.99,771.82,316.15,0.073752,182.55,28.86,36.16,7.43,22.06,1,18,1,35
"21","2018-01-18 01:40:00",1002.04,1.3,1710.76,0.621536,0.995571,186.81,143.26,0.470782,2.75,10.1,772.44,315.86,0.074758,181.73,28.89,35.93,7.38,22.19,1,18,1,40
"22","2018-01-18 01:45:00",1018.2,1.32,1742.59,0.63542,1.02,188.69,145.39,0.480375,2.74,10.24,789.58,320.75,0.077268,186.49,29.26,36.1,7.51,22.38,1,18,1,45
"23","2018-01-18 01:50:00",1023.62,1.32,1768.15,0.649161,1.02,188.89,145.53,0.489183,2.73,10.39,798.51,325.03,0.078342,188.94,29.7,36.63,7.7,22.64,1,18,1,50
"24","2018-01-18 01:55:00",1019.45,1.305,1763.68,0.6437025,1.015,187.835,143.725,0.484991,2.725,10.35,797.07,323.105,0.0776645,187.965,29.595,36.905,7.625,22.505,1,18,1,55
"25","2018-01-18 02:00:00",1015.28,1.29,1759.21,0.638244,1.01,186.78,141.92,0.480799,2.72,10.31,795.63,321.18,0.076987,186.99,29.49,37.18,7.55,22.37,1,18,2,0
"26","2018-01-18 02:05:00",1014.25,1.31,1748.05,0.629102,1.02,186.52,141.37,0.477187,2.72,10.19,793.57,319.19,0.075623,186.12,29.12,36.47,7.47,22.31,1,18,2,5
"27","2018-01-18 02:10:00",1016.44,1.31,1752.27,0.631295,1.03,186.95,142.6,0.479522,2.72,10.2,800.02,320.6,0.076432,186.79,29.24,36.05,7.5,22.3,1,18,2,10
"28","2018-01-18 02:15:00",1016.38,1.28,1742.32,0.625826,1.01,185.29,140.85,0.473173,2.73,10.18,798.82,320.19,0.075862,185.24,29.25,36.38,7.43,22.41,1,18,2,15
"29","2018-01-18 02:20:00",1010.06,1.28,1712.13,0.61308,1,184.25,137.76,0.462536,2.71,10.08,791,314.35,0.074475,183.82,28.94,36.29,7.27,21.98,1,18,2,20
"30","2018-01-18 02:25:00",1008.86,1.29,1713.25,0.620749,1.01,184.88,139.45,0.470451,2.7,10.13,795.78,315.99,0.075273,184.87,28.84,35.98,7.34,22.15,1,18,2,25
"31","2018-01-18 02:30:00",1005.61,1.28,1716.57,0.622609,0.999726,184.27,140,0.47325,2.69,10.18,799.65,317.92,0.075984,185.71,28.85,36.33,7.39,22.19,1,18,2,30
"32","2018-01-18 02:35:00",996.62,1.26,1703.27,0.615924,0.977864,182.46,138.29,0.460867,2.68,10.09,794.46,315.4,0.075758,184.19,28.32,35.35,7.31,22.11,1,18,2,35
"33","2018-01-18 02:40:00",990.29,1.26,1696.25,0.612588,0.990448,182.58,138.2,0.458769,2.71,10.06,795.37,313.61,0.076627,183.87,28.02,35.46,7.27,22.06,1,18,2,40
"34","2018-01-18 02:45:00",1003.16,1.28,1711.25,0.621292,0.992242,183.95,140.81,0.464261,2.76,10.11,805.87,316.34,0.077858,185.6,28.32,35.5,7.38,22.27,1,18,2,45
"35","2018-01-18 02:50:00",1006.29,1.28,1714.6,0.625126,0.991503,184.25,141.49,0.46568,2.74,10.16,808.71,318.93,0.07704,186.65,28.51,35.69,7.43,22.48,1,18,2,50
"36","2018-01-18 02:55:00",1003.3,1.27,1702.22,0.619801,0.986152,184.16,140.52,0.459543,2.72,10.16,803.55,317.73,0.076696,185.86,28.41,35.77,7.36,22.24,1,18,2,55
"37","2018-01-18 03:00:00",1003.25,1.27,1697.52,0.617103,0.985248,185.44,140.2,0.457916,2.7,10.17,801.59,318.53,0.07634,183.73,28.41,35.74,7.35,22.11,1,18,3,0
"38","2018-01-18 03:05:00",1013.2,1.31,1713.37,0.624856,1.02,187.5,142.17,0.473936,2.74,10.28,794.32,322.11,0.076467,184.75,28.68,35.83,7.39,22.32,1,18,3,5
"39","2018-01-18 03:10:00",1024.54,1.32,1745.84,0.636335,1.04,189.2,146.22,0.485699,2.79,10.49,805.39,328.02,0.078968,190.08,29.42,36.73,7.63,22.78,1,18,3,10
"40","2018-01-18 03:15:00",1026.36,1.31,1749.06,0.633058,1.03,188.52,145.66,0.481684,2.78,10.52,805.66,328.09,0.078503,188.66,29.46,36.26,7.59,22.61,1,18,3,15
"41","2018-01-18 03:20:00",1030.7,1.33,1752.9,0.632865,1.03,189.21,146.62,0.481509,2.79,10.55,810.37,328.15,0.078229,190.03,29.54,36.51,7.62,22.89,1,18,3,20
"42","2018-01-18 03:25:00",1044.77,1.36,1775.44,0.642981,1.04,190.96,149.96,0.491334,2.82,10.7,817.67,328.27,0.07815,193.05,29.74,37.38,7.73,23.22,1,18,3,25
"43","2018-01-18 03:30:00",1052.45,1.38,1794.03,0.6536,1.04,192.06,152.07,0.498005,2.84,10.84,825.32,330.68,0.079279,195.75,30.11,37.35,7.77,23.69,1,18,3,30
"44","2018-01-18 03:35:00",1053.47,1.39,1802.59,0.65602,1.06,193.27,152.49,0.502188,2.84,10.95,833.01,332.1,0.080213,197.02,30.35,37.68,7.87,23.86,1,18,3,35
"45","2018-01-18 03:40:00",1053.39,1.37,1805.63,0.655551,1.06,191.23,151.51,0.500181,2.82,10.94,842.31,332.78,0.079766,196.58,30.33,38.13,7.91,24.11,1,18,3,40
"46","2018-01-18 03:45:00",1046.37,1.38,1788.79,0.647492,1.07,190.05,149.72,0.492787,2.83,10.75,835.83,328.42,0.078508,194.53,29.99,37.76,7.79,23.72,1,18,3,45
"47","2018-01-18 03:50:00",1045.71,1.38,1787.6,0.648654,1.05,189.53,149.37,0.492978,2.81,10.77,839.71,328.9,0.077602,194.23,29.93,37.34,7.77,23.76,1,18,3,50
"48","2018-01-18 03:55:00",1044.01,1.39,1778.39,0.648814,1.05,189.33,148.89,0.492274,2.81,10.73,836.21,329.7,0.07647,194.63,29.81,37.36,7.7,23.57,1,18,3,55
"49","2018-01-18 04:00:00",1045.5,1.42,1781.55,0.649686,1.05,189.39,148.7,0.49362,2.82,10.73,838.6,330.22,0.076495,196.06,29.95,37.07,7.73,23.67,1,18,4,0
"50","2018-01-18 04:05:00",1049.07,1.43,1789.15,0.653038,1.06,190.11,149.17,0.495105,2.84,10.79,841.25,332.57,0.076584,196.97,30.06,37.57,7.76,23.79,1,18,4,5
"51","2018-01-18 04:10:00",1052.92,1.45,1795.94,0.655372,1.09,191.29,149.86,0.499802,2.88,10.83,844.12,335.37,0.076859,197.31,30.26,38.03,7.78,23.89,1,18,4,10
"52","2018-01-18 04:15:00",1054.73,1.45,1798.99,0.656883,1.08,192.22,148.77,0.503193,2.88,10.85,845.16,334.48,0.077763,196.6,30.42,38.14,7.83,24.02,1,18,4,15
"53","2018-01-18 04:20:00",1066.77,1.51,1818.3,0.667521,1.12,193.95,149.35,0.524644,2.94,11.01,853,337.92,0.078122,199.16,30.87,39.12,7.91,24.37,1,18,4,20
"54","2018-01-18 04:25:00",1072.21,1.52,1823.26,0.671538,1.14,195.37,149.66,0.521428,2.94,11.05,853.13,338.67,0.078214,198.15,31.14,39.18,7.94,24.29,1,18,4,25
"55","2018-01-18 04:30:00",1072.21,1.52,1823.26,0.671538,1.14,195.37,149.66,0.521428,2.94,11.05,853.13,338.67,0.078214,198.15,31.14,39.18,7.94,24.29,1,18,4,30
"56","2018-01-18 04:35:00",1076.96,1.52,1842.58,0.691615,1.17,196.67,150.56,0.531039,2.93,11.17,859.4,341.01,0.079084,199.44,31.38,39.15,8.05,24.5,1,18,4,35
"57","2018-01-18 04:40:00",1071.78,1.47,1825.17,0.683005,1.13,194.46,149.74,0.523656,2.91,11.24,864.45,340.35,0.07849,197.69,31.04,39.28,8.04,24.45,1,18,4,40
"58","2018-01-18 04:45:00",1061.59,1.46,1808.91,0.682174,1.13,193.03,148.63,0.519537,2.88,11.07,858.89,337.96,0.077858,195.54,30.65,38.72,7.96,24.31,1,18,4,45
"59","2018-01-18 04:50:00",1057.95,1.48,1799.59,0.68399,1.14,193,147.56,0.519771,2.89,10.99,856.04,337.88,0.077354,195.79,30.58,38.52,7.88,24.14,1,18,4,50
"60","2018-01-18 04:55:00",1057.95,1.48,1799.59,0.68399,1.14,193,147.56,0.519771,2.89,10.99,856.04,337.88,0.077354,195.79,30.58,38.52,7.88,24.14,1,18,4,55
"61","2018-01-18 05:00:00",1071.92,1.51,1829.27,0.692771,1.17,195.13,149.54,0.534689,2.93,11.14,864.39,343.24,0.079914,198.21,31.32,39.13,8.02,24.41,1,18,5,0
"62","2018-01-18 05:05:00",1073.41,1.49,1829.59,0.692715,1.15,195.02,149.02,0.531699,2.93,11.12,863.7,344.67,0.079765,197.58,31.28,39.24,8.06,24.55,1,18,5,5
"63","2018-01-18 05:10:00",1073.41,1.49,1829.59,0.692715,1.15,195.02,149.02,0.531699,2.93,11.12,863.7,344.67,0.079765,197.58,31.28,39.24,8.06,24.55,1,18,5,10
"64","2018-01-18 05:15:00",1068.57,1.51,1828.23,0.691106,1.13,194.81,148.2,0.530988,2.9,10.99,860.88,342.48,0.081242,196.15,31.18,39.21,8.07,24.36,1,18,5,15
"65","2018-01-18 05:20:00",1070.75,1.51,1843.38,0.692213,1.16,195.19,148.31,0.534983,2.92,10.97,861.84,344.19,0.081419,197.18,31.24,39.13,8.11,24.35,1,18,5,20
"66","2018-01-18 05:25:00",1073.41,1.54,1856.95,0.695903,1.17,195.97,149.08,0.538626,2.92,11.02,862.66,345.93,0.0828,198.26,31.54,39.01,8.18,24.55,1,18,5,25
"67","2018-01-18 05:30:00",1071.44,1.53,1856.9,0.695058,1.15,195.45,148.96,0.536292,2.9,11,861.55,345.5,0.08237,197.38,31.55,39.33,8.21,24.57,1,18,5,30
"68","2018-01-18 05:35:00",1058.51,1.49,1835.41,0.684189,1.12,193.74,147.15,0.528293,2.86,10.84,850.73,340.51,0.080482,195.34,31.07,38.93,8.11,24.32,1,18,5,35
"69","2018-01-18 05:40:00",1049.08,1.48,1820.5,0.674248,1.11,192.46,145.06,0.520077,2.82,10.66,842.97,338.03,0.080338,193.16,30.64,38.35,8.01,24.08,1,18,5,40
"70","2018-01-18 05:45:00",1040.77,1.48,1815.81,0.671049,1.14,191.13,143.78,0.520505,2.81,10.55,840.88,336.24,0.079929,192.5,30.47,37.64,7.87,23.99,1,18,5,45
"71","2018-01-18 05:50:00",1040.77,1.48,1815.81,0.671049,1.14,191.13,143.78,0.520505,2.81,10.55,840.88,336.24,0.079929,192.5,30.47,37.64,7.87,23.99,1,18,5,50
"72","2018-01-18 05:55:00",1023.3,1.44,1797.01,0.658799,1.1,188.84,141.68,0.508428,2.8,10.39,829.33,333.36,0.078582,189.89,29.83,37.47,7.75,23.53,1,18,5,55
"73","2018-01-18 06:00:00",1025.27,1.44,1796.56,0.655476,1.09,189.59,141.88,0.505422,2.8,10.42,829.9,333.86,0.078379,189.01,29.84,36.88,7.67,23.49,1,18,6,0
"74","2018-01-18 06:05:00",1026.51,1.44,1801.59,0.658752,1.08,190.28,142.17,0.506889,2.82,10.46,829.5,334.21,0.078576,189.13,29.99,37.02,7.8,23.46,1,18,6,5
"75","2018-01-18 06:10:00",1035.21,1.47,1812.85,0.663855,1.09,191.67,143.06,0.510487,2.82,10.54,828.22,334.16,0.079128,189.66,30.16,37.3,7.85,23.56,1,18,6,10
"76","2018-01-18 06:15:00",1043.03,1.47,1831.67,0.670431,1.11,193.11,144.79,0.518158,2.84,10.7,827.88,336.94,0.08046,191.78,30.43,37.9,7.91,23.75,1,18,6,15
"77","2018-01-18 06:20:00",1040.62,1.46,1836.06,0.670371,1.1,192.9,144.24,0.518949,2.82,10.73,827.6,337.82,0.081143,191.87,30.51,37.83,7.93,23.85,1,18,6,20
"78","2018-01-18 06:25:00",1035.59,1.46,1833.65,0.665379,1.11,191.54,143.83,0.516802,2.82,10.62,822.87,336.49,0.080363,190.25,30.38,37.71,7.83,23.61,1,18,6,25
"79","2018-01-18 06:30:00",1029.19,1.44,1837.13,0.6658,1.09,190.26,143.3,0.51403,2.81,10.54,825.43,336.22,0.080599,189.81,30.33,37.53,7.78,23.48,1,18,6,30
"80","2018-01-18 06:35:00",1018.2,1.41,1819.5,0.652137,1.07,188.19,140.82,0.49981,2.8,10.39,818.56,332.75,0.079349,187.55,29.88,37.29,7.6,23.2,1,18,6,35
"81","2018-01-18 06:40:00",1007.96,1.39,1804.16,0.643285,1.03,186.45,139.09,0.490229,2.78,10.28,808.53,329.44,0.077737,186.88,29.62,36.78,7.47,22.78,1,18,6,40
"82","2018-01-18 06:45:00",1003.76,1.39,1798.25,0.637191,1.02,186.01,138.61,0.490215,2.77,10.23,800.65,328.88,0.077731,185.59,29.34,36.42,7.48,22.54,1,18,6,45
"83","2018-01-18 06:50:00",1004.16,1.4,1797.6,0.63481,1.05,186.45,138.56,0.489565,2.77,10.29,799.16,328.79,0.077065,185.03,29.38,36.65,7.43,22.45,1,18,6,50
"84","2018-01-18 06:55:00",1004.84,1.39,1800.71,0.639482,1.04,186.49,139.42,0.490147,2.77,10.33,802.86,330.55,0.078216,187.32,29.44,36.7,7.48,22.63,1,18,6,55
"85","2018-01-18 07:00:00",1001.78,1.37,1790.71,0.63277,1.04,185.47,138.31,0.483438,2.76,10.25,800.33,327.19,0.077611,186.77,29.31,36.46,7.46,22.47,1,18,7,0
"86","2018-01-18 07:05:00",995.55,1.35,1786.02,0.623581,1.04,184.78,137.51,0.479809,2.74,10.19,798.72,325.97,0.077202,187.23,29.2,36.45,7.42,22.65,1,18,7,5
"87","2018-01-18 07:10:00",984.23,1.33,1778.41,0.612283,0.996665,182.79,135.13,0.468359,2.7,10.1,788.81,320.5,0.07644,185.93,28.93,35.75,7.25,22.24,1,18,7,10
"88","2018-01-18 07:15:00",978.13,1.32,1759.19,0.601434,0.986628,181.06,133.67,0.462552,2.67,9.93,770.42,313.46,0.074373,184.63,28.52,35.17,7.14,21.93,1,18,7,15
"89","2018-01-18 07:20:00",973.18,1.31,1756.3,0.602503,0.970609,180.27,132.92,0.462393,2.66,9.93,767.36,311.25,0.074385,183.7,28.52,34.83,7.21,21.81,1,18,7,20
"90","2018-01-18 07:25:00",975.66,1.35,1755.75,0.606907,0.995267,180.63,133.94,0.463314,2.71,9.92,763.13,310.38,0.07354,183.22,28.48,35.09,7.08,21.53,1,18,7,25
"91","2018-01-18 07:30:00",988.88,1.37,1769.9,0.619011,1.02,182.31,137.31,0.476564,2.71,10.09,766.07,313.12,0.074701,185.41,28.81,35.45,7.2,21.73,1,18,7,30
"92","2018-01-18 07:35:00",988.256551724138,1.36862068965517,1768.91379310345,0.618134724137931,1.01858551724138,182.142068965517,137.075862068966,0.476015620689655,2.70689655172414,10.0844827586207,766.036896551724,312.80724137931,0.0747425172413793,185.33724137931,28.7886206896552,35.411724137931,7.19379310344828,21.7279310344828,1,18,7,35
"93","2018-01-18 07:40:00",987.633103448276,1.36724137931034,1767.9275862069,0.617258448275862,1.01717103448276,181.974137931034,136.841724137931,0.47546724137931,2.70379310344828,10.0789655172414,766.003793103448,312.494482758621,0.0747840344827586,185.264482758621,28.7672413793103,35.3734482758621,7.18758620689655,21.7258620689655,1,18,7,40
"94","2018-01-18 07:45:00",987.009655172414,1.36586206896552,1766.94137931034,0.616382172413793,1.01575655172414,181.806206896552,136.607586206897,0.474918862068965,2.70068965517241,10.0734482758621,765.970689655172,312.181724137931,0.0748255517241379,185.191724137931,28.7458620689655,35.3351724137931,7.18137931034483,21.7237931034483,1,18,7,45
"95","2018-01-18 07:50:00",986.386206896552,1.36448275862069,1765.95517241379,0.615505896551724,1.01434206896552,181.638275862069,136.373448275862,0.474370482758621,2.69758620689655,10.0679310344828,765.937586206897,311.868965517241,0.0748670689655172,185.118965517241,28.7244827586207,35.2968965517241,7.1751724137931,21.721724137931,1,18,7,50
"96","2018-01-18 07:55:00",985.76275862069,1.36310344827586,1764.96896551724,0.614629620689655,1.0129275862069,181.470344827586,136.139310344828,0.473822103448276,2.69448275862069,10.0624137931034,765.904482758621,311.556206896552,0.0749085862068966,185.046206896552,28.7031034482759,35.2586206896552,7.16896551724138,21.7196551724138,1,18,7,55
"97","2018-01-18 08:00:00",985.139310344828,1.36172413793103,1763.98275862069,0.613753344827586,1.01151310344828,181.302413793103,135.905172413793,0.473273724137931,2.69137931034483,10.0568965517241,765.871379310345,311.243448275862,0.0749501034482759,184.973448275862,28.681724137931,35.2203448275862,7.16275862068966,21.7175862068966,1,18,8,0
"98","2018-01-18 08:05:00",984.515862068965,1.36034482758621,1762.99655172414,0.612877068965517,1.01009862068966,181.134482758621,135.671034482759,0.472725344827586,2.68827586206897,10.0513793103448,765.838275862069,310.930689655172,0.0749916206896552,184.900689655172,28.6603448275862,35.1820689655172,7.15655172413793,21.7155172413793,1,18,8,5
"99","2018-01-18 08:10:00",983.892413793103,1.35896551724138,1762.01034482759,0.612000793103448,1.00868413793103,180.966551724138,135.436896551724,0.472176965517241,2.6851724137931,10.0458620689655,765.805172413793,310.617931034483,0.0750331379310345,184.827931034483,28.6389655172414,35.1437931034483,7.15034482758621,21.7134482758621,1,18,8,10
"100","2018-01-18 08:15:00",983.268965517241,1.35758620689655,1761.02413793103,0.611124517241379,1.00726965517241,180.798620689655,135.20275862069,0.471628586206897,2.68206896551724,10.0403448275862,765.772068965517,310.305172413793,0.0750746551724138,184.755172413793,28.6175862068966,35.1055172413793,7.14413793103448,21.7113793103448,1,18,8,15
"101","2018-01-18 08:20:00",982.645517241379,1.35620689655172,1760.03793103448,0.61024824137931,1.00585517241379,180.630689655172,134.968620689655,0.471080206896552,2.67896551724138,10.0348275862069,765.738965517241,309.992413793103,0.0751161724137931,184.682413793103,28.5962068965517,35.0672413793103,7.13793103448276,21.7093103448276,1,18,8,20
"102","2018-01-18 08:25:00",982.022068965517,1.3548275862069,1759.05172413793,0.609371965517241,1.00444068965517,180.46275862069,134.734482758621,0.470531827586207,2.67586206896552,10.0293103448276,765.705862068966,309.679655172414,0.0751576896551724,184.609655172414,28.5748275862069,35.0289655172414,7.13172413793103,21.7072413793103,1,18,8,25
"103","2018-01-18 08:30:00",981.398620689655,1.35344827586207,1758.06551724138,0.608495689655172,1.00302620689655,180.294827586207,134.500344827586,0.469983448275862,2.67275862068966,10.0237931034483,765.67275862069,309.366896551724,0.0751992068965517,184.536896551724,28.5534482758621,34.9906896551724,7.12551724137931,21.7051724137931,1,18,8,30
"104","2018-01-18 08:35:00",980.775172413793,1.35206896551724,1757.07931034483,0.607619413793103,1.00161172413793,180.126896551724,134.266206896552,0.469435068965517,2.66965517241379,10.018275862069,765.639655172414,309.054137931035,0.075240724137931,184.464137931034,28.5320689655172,34.9524137931035,7.11931034482759,21.7031034482759,1,18,8,35
"105","2018-01-18 08:40:00",980.151724137931,1.35068965517241,1756.09310344828,0.606743137931035,1.00019724137931,179.958965517241,134.032068965517,0.468886689655172,2.66655172413793,10.0127586206897,765.606551724138,308.741379310345,0.0752822413793103,184.391379310345,28.5106896551724,34.9141379310345,7.11310344827586,21.7010344827586,1,18,8,40
"106","2018-01-18 08:45:00",979.528275862069,1.34931034482759,1755.10689655172,0.605866862068965,0.99878275862069,179.791034482759,133.797931034483,0.468338310344828,2.66344827586207,10.0072413793103,765.573448275862,308.428620689655,0.0753237586206897,184.318620689655,28.4893103448276,34.8758620689655,7.10689655172414,21.6989655172414,1,18,8,45
"107","2018-01-18 08:50:00",978.904827586207,1.34793103448276,1754.12068965517,0.604990586206896,0.997368275862069,179.623103448276,133.563793103448,0.467789931034483,2.66034482758621,10.001724137931,765.540344827586,308.115862068965,0.075365275862069,184.245862068966,28.4679310344828,34.8375862068966,7.10068965517241,21.6968965517241,1,18,8,50
"108","2018-01-18 08:55:00",978.281379310345,1.34655172413793,1753.13448275862,0.604114310344828,0.995953793103448,179.455172413793,133.329655172414,0.467241551724138,2.65724137931034,9.99620689655172,765.50724137931,307.803103448276,0.0754067931034483,184.173103448276,28.4465517241379,34.7993103448276,7.09448275862069,21.6948275862069,1,18,8,55
"109","2018-01-18 09:00:00",977.657931034483,1.3451724137931,1752.14827586207,0.603238034482759,0.994539310344828,179.28724137931,133.095517241379,0.466693172413793,2.65413793103448,9.99068965517241,765.474137931035,307.490344827586,0.0754483103448276,184.100344827586,28.4251724137931,34.7610344827586,7.08827586206896,21.6927586206897,1,18,9,0
"110","2018-01-18 09:05:00",977.034482758621,1.34379310344828,1751.16206896552,0.60236175862069,0.993124827586207,179.119310344828,132.861379310345,0.466144793103448,2.65103448275862,9.9851724137931,765.441034482759,307.177586206897,0.0754898275862069,184.027586206897,28.4037931034483,34.7227586206897,7.08206896551724,21.6906896551724,1,18,9,5
"111","2018-01-18 09:10:00",976.411034482759,1.34241379310345,1750.17586206897,0.601485482758621,0.991710344827586,178.951379310345,132.62724137931,0.465596413793103,2.64793103448276,9.97965517241379,765.407931034483,306.864827586207,0.0755313448275862,183.954827586207,28.3824137931034,34.6844827586207,7.07586206896552,21.6886206896552,1,18,9,10
"112","2018-01-18 09:15:00",975.787586206897,1.34103448275862,1749.18965517241,0.600609206896552,0.990295862068965,178.783448275862,132.393103448276,0.465048034482759,2.6448275862069,9.97413793103448,765.374827586207,306.552068965517,0.0755728620689655,183.882068965517,28.3610344827586,34.6462068965517,7.06965517241379,21.6865517241379,1,18,9,15
"113","2018-01-18 09:20:00",975.164137931034,1.33965517241379,1748.20344827586,0.599732931034483,0.988881379310345,178.615517241379,132.158965517241,0.464499655172414,2.64172413793103,9.96862068965517,765.341724137931,306.239310344828,0.0756143793103448,183.809310344828,28.3396551724138,34.6079310344828,7.06344827586207,21.6844827586207,1,18,9,20
"114","2018-01-18 09:25:00",974.540689655172,1.33827586206897,1747.21724137931,0.598856655172414,0.987466896551724,178.447586206897,131.924827586207,0.463951275862069,2.63862068965517,9.96310344827586,765.308620689655,305.926551724138,0.0756558965517241,183.736551724138,28.318275862069,34.5696551724138,7.05724137931034,21.6824137931034,1,18,9,25
"115","2018-01-18 09:30:00",973.91724137931,1.33689655172414,1746.23103448276,0.597980379310345,0.986052413793103,178.279655172414,131.690689655172,0.463402896551724,2.63551724137931,9.95758620689655,765.275517241379,305.613793103448,0.0756974137931034,183.663793103448,28.2968965517241,34.5313793103448,7.05103448275862,21.6803448275862,1,18,9,30
"116","2018-01-18 09:35:00",973.293793103448,1.33551724137931,1745.24482758621,0.597104103448276,0.984637931034483,178.111724137931,131.456551724138,0.462854517241379,2.63241379310345,9.95206896551724,765.242413793103,305.301034482759,0.0757389310344828,183.591034482759,28.2755172413793,34.4931034482759,7.0448275862069,21.678275862069,1,18,9,35
"117","2018-01-18 09:40:00",972.670344827586,1.33413793103448,1744.25862068966,0.596227827586207,0.983223448275862,177.943793103448,131.222413793103,0.462306137931034,2.62931034482759,9.94655172413793,765.209310344828,304.988275862069,0.0757804482758621,183.518275862069,28.2541379310345,34.4548275862069,7.03862068965517,21.6762068965517,1,18,9,40
"118","2018-01-18 09:45:00",972.046896551724,1.33275862068966,1743.2724137931,0.595351551724138,0.981808965517241,177.775862068966,130.988275862069,0.46175775862069,2.62620689655172,9.94103448275862,765.176206896552,304.675517241379,0.0758219655172414,183.445517241379,28.2327586206897,34.4165517241379,7.03241379310345,21.6741379310345,1,18,9,45
"119","2018-01-18 09:50:00",971.423448275862,1.33137931034483,1742.28620689655,0.594475275862069,0.980394482758621,177.607931034483,130.754137931035,0.461209379310345,2.62310344827586,9.93551724137931,765.143103448276,304.36275862069,0.0758634827586207,183.37275862069,28.2113793103448,34.378275862069,7.02620689655172,21.6720689655172,1,18,9,50
"120","2018-01-18 09:55:00",970.8,1.33,1741.3,0.593599,0.97898,177.44,130.52,0.460661,2.62,9.93,765.11,304.05,0.075905,183.3,28.19,34.34,7.02,21.67,1,18,9,55
